year,solar_erf
-6755,-0.06855597824148535
-6754,-0.07113007492117285
-6753,-0.06685551437429785
-6752,-0.06537345871023535
-6751,-0.06273695968679785
-6750,-0.06058407882742285
-6749,-0.05822839035086035
-6748,-0.05595070480398535
-6747,-0.051410934296172855
-6746,-0.029289303436797854
-6745,0.025640359649139646
-6744,0.07425178543038964
-6743,0.09520337234445214
-6742,0.08640464187570214
-6741,0.06445461746163965
-6740,0.03092895828195214
-6739,-0.0054672087102353535
-6738,-0.03552953781179785
-6737,-0.05059970382742285
-6736,-0.03981969894461035
-6735,0.011443826446014643
-6734,0.07473540359445215
-6733,0.10868227859445213
-6732,0.10323767410226463
-6731,0.07582744461007714
-6730,0.03567153640695214
-6729,-0.0066372526555478545
-6728,-0.036403170624297855
-6727,-0.03994450363211035
-6726,0.0067168489069521446
-6725,0.10493813796945214
-6724,0.15554643875070212
-6723,0.14437641921945213
-6722,0.11757461257882712
-6721,0.07573384109445214
-6720,0.02847966628976464
-6719,-0.014000729218047852
-6718,-0.04114574874929785
-6717,-0.04326742843679785
-6716,-0.002643502655547854
-6715,0.08041401687570214
-6714,0.13195835281320215
-6713,0.13177114578195215
-6712,0.10726262527413964
-6711,0.07003962722726464
-6710,0.024782327422577143
-6709,-0.015997604218047853
-6708,-0.04187897628836035
-6707,-0.04128615402273535
-6706,0.005031985625702146
-6705,0.08921274734445213
-6704,0.13576489578195214
-6703,0.13133432937570214
-6702,0.10788664871163962
-6701,0.07130327468820213
-6700,0.027528030547577142
-6699,-0.013189498749297854
-6698,-0.04108334640554785
-6697,-0.04743278488211035
-6696,-0.01758886398367285
-6695,0.054641848906952145
-6694,0.11145918289132713
-6693,0.12443887039132714
-6692,0.10671660476632713
-6691,0.08142805496163963
-6690,0.04456387039132714
-6689,0.005812014922577145
-6688,-0.028306466522735354
-6687,-0.05002248214773535
-6686,-0.05409423507742285
-6685,-0.032986642303985354
-6684,0.016857229766327142
-6683,0.06412700515695213
-6682,0.08705986648507713
-6681,0.08150605789132714
-6680,0.06209892898507714
-6679,0.03227060867257714
-6678,-0.001988278046172854
-6677,-0.03236261886648535
-6676,-0.051036520233672854
-6675,-0.05119252609304785
-6674,-0.02318947433523535
-6673,0.03191179519601464
-6672,0.07735630203195214
-6671,0.09379931961007713
-6670,0.08159966140695214
-6669,0.056233108672577144
-6668,0.020117752227264644
-6667,-0.015950802460235353
-6666,-0.04176977218679785
-6665,-0.04727677902273535
-6664,-0.016996041718047854
-6663,0.05529707351632714
-6662,0.11156838699288964
-6661,0.12387724929757712
-6660,0.10453252273507714
-6659,0.07659187332101464
-6658,0.037278396758514645
-6657,-0.002347091522735354
-6656,-0.03451549972586035
-6655,-0.051036520233672854
-6654,-0.04435946945242285
-6653,-0.002534298553985354
-6652,0.060289261016327145
-6651,0.10038276687570215
-6650,0.10537495437570214
-6649,0.09080400711007713
-6648,0.06833916336007714
-6647,0.03659197097726464
-6646,0.0022862825007021453
-6645,-0.02924250167898535
-6644,-0.05176974777273535
-6643,-0.060989694061797856
-6642,-0.05273698410086035
-6641,-0.023641891327422854
-6640,0.013362698516327143
-6639,0.04227058425851464
-6638,0.05339380203195214
-6637,0.048152005156952137
-6636,0.035234720000702144
-6635,0.014595144805389645
-6634,-0.010100582733672854
-6633,-0.03468710617117285
-6632,-0.054390646210235344
-6631,-0.06526425460867286
-6630,-0.06454662765554785
-6629,-0.05050610031179784
-6628,-0.02627839035086035
-6627,-0.0017542692571103542
-6626,0.015343972930389643
-6625,0.020429763946014645
-6624,0.013768313750702145
-6623,-0.0018322721867978541
-6622,-0.022830660858672854
-6621,-0.04248739913992285
-6620,-0.05403183273367285
-6619,-0.04893044113211035
-6618,-0.014172335663360354
-6617,0.03858884597726465
-6616,0.07735630203195214
-6615,0.08771509109445214
-6614,0.07432978836007714
-6613,0.05133452468820214
-6612,0.018900906524139643
-6611,-0.014421945038360352
-6610,-0.041239352264922854
-6609,-0.05460905441336034
-6608,-0.04766679367117285
-6607,-0.010865011444610353
-6606,0.04203657546945214
-6605,0.07944678054757714
-6604,0.08852632156320214
-6603,0.07732510086007713
-6602,0.05950923171945214
-6601,0.03269182449288964
-6600,0.002442288360077145
-6599,-0.02708962081961035
-6598,-0.050490499725860345
-6597,-0.06359499191336035
-6596,-0.06379779953054784
