year,volcanic_erf
-500,0.20814559115805575
-499,0.20781498577272184
-498,0.20728906874790387
-497,0.2070935574264473
-496,0.2070270212125139
-495,0.20700462808083644
-494,0.20699710278870043
-493,0.20699457336582497
-492,0.20699372309381106
-491,0.2069934353922456
-490,-1.37029338241414
-489,-0.8831347147786843
-488,-0.18468429516067217
-487,0.07426591792543567
-486,-0.004610326822339863
-485,0.07663133395648357
-484,0.16050818946533146
-483,0.19125588381561584
-482,0.20170134823434993
-481,0.2052154159791192
-480,0.20639607209133068
-479,0.2067926761810028
-478,0.20692590056249052
-477,-0.4148294938365658
-476,-0.2227407228813293
-475,0.05259854253573596
-474,0.15467389943320403
-473,0.18939789279554578
-472,0.20108186075188664
-471,0.205007535610382
-470,0.20632625012318098
-469,0.20676922145069068
-468,0.20691802350619534
-467,0.20696800834189735
-466,0.2069847952264868
-465,0.20699043761233407
-464,-1.343240302035185
-463,-0.8644159622791134
-462,-0.17795013267188356
-461,0.07654814993927267
-460,0.16312359679035773
-459,0.1922546238247681
-458,0.20204230046146496
-457,0.205330192585755
-456,0.20643463531750872
-455,0.2068056296149241
-454,0.20693025481513383
-453,0.20697211476692415
-452,0.20698618342943567
-451,0.2069909051495381
-450,0.2069924858305827
-449,0.20699301599737827
-448,0.20699319735220448
-447,0.2069932663650794
-446,0.2069932824018412
-445,0.2069932824018412
-444,0.2069932824018412
-443,0.2069932824018412
-442,0.2069932824018412
-441,0.2069932824018412
-440,0.2069932824018412
-439,0.2069932824018412
-438,0.2069932824018412
-437,0.2069932824018412
-436,0.2069932824018412
-435,0.2069932824018412
-434,0.2069932824018412
-433,-0.8383046683405769
-432,-0.515446170365831
-431,-0.052571385102900464
-430,0.1190350246239203
-429,-0.01668614692508816
-428,0.06294283213857689
-427,0.15547219631224646
-426,0.18954433867153575
-425,-8.657977220400207
-424,-6.296499037642395
-423,-2.239760014808359
-422,-0.62398808691022
-421,-0.07255576922946626
-420,0.11307092170517775
-419,0.1754428924742678
-418,0.19639512304055365
-417,0.20343324682223543
-416,0.2057974306062943
-415,0.20659158529923374
-414,0.20685835912378914
-413,0.2069479662520364
-412,0.20697807268707
-411,0.20698818069465943
-410,0.20699157105018764
-409,0.20699271295974453
-408,0.20699309891235906
-407,0.20699323052558807
