year,co2,ch4,n2o,other_wmghg,o3,h2o_stratospheric,contrails,aerosol-radiation_interactions,aerosol-cloud_interactions,bc_on_snow,land_use,volcanic,solar,total_anthropogenic,total_natural,total
2020,2.22,0.55,0.21,0.40,0.42,0.05,0.05,-0.20,-0.81,0.08,-0.20,0.06,-0.02,2.77,0.04,2.81
2030,2.49,0.52,0.23,0.38,0.25,0.05,0.03,-0.16,-0.39,0.03,-0.21,0.00,-0.02,3.22,-0.02,3.20
2040,2.56,0.44,0.24,0.32,0.19,0.04,0.02,-0.16,-0.28,0.02,-0.21,0.00,-0.01,3.18,-0.01,3.18
2050,2.53,0.37,0.25,0.27,0.14,0.03,0.02,-0.17,-0.20,0.01,-0.21,0.00,0.01,3.04,0.01,3.05
2060,2.45,0.31,0.26,0.23,0.12,0.03,0.01,-0.17,-0.16,0.01,-0.21,0.00,0.01,2.87,0.01,2.88
2070,2.35,0.27,0.26,0.21,0.11,0.02,0.01,-0.16,-0.13,0.00,-0.20,0.00,0.02,2.74,0.02,2.76
2080,2.23,0.24,0.27,0.19,0.09,0.02,0.01,-0.15,-0.09,0.00,-0.19,0.00,0.02,2.62,0.02,2.64
2090,2.09,0.21,0.28,0.17,0.09,0.02,0.01,-0.14,-0.05,0.00,-0.19,0.00,0.01,2.48,0.01,2.48
2100,1.92,0.18,0.28,0.15,0.08,0.02,0.01,-0.13,-0.01,-0.00,-0.18,0.00,-0.00,2.33,-0.00,2.33
2200,1.16,0.12,0.32,0.07,0.06,0.01,0.00,-0.10,0.08,-0.01,-0.17,0.00,0.03,1.55,0.03,1.58
2300,1.14,0.09,0.31,0.04,0.03,0.01,0.00,-0.09,0.14,-0.01,-0.17,0.00,0.00,1.49,0.00,1.49
2400,1.09,0.09,0.30,0.03,0.03,0.01,0.00,-0.09,0.14,-0.01,-0.17,0.00,0.00,1.42,0.00,1.42
2500,1.05,0.09,0.30,0.02,0.03,0.01,0.00,-0.09,0.14,-0.01,-0.17,0.00,0.00,1.38,0.00,1.38
