year,co2,ch4,n2o,other_wmghg,o3,h2o_stratospheric,contrails,aerosol-radiation_interactions,aerosol-cloud_interactions,bc_on_snow,land_use,volcanic,solar,total_anthropogenic,total_natural,total
2020,2.23,0.56,0.21,0.40,0.48,0.05,0.06,-0.14,-0.86,0.11,-0.20,0.06,-0.02,2.90,0.04,2.94
2030,2.71,0.60,0.23,0.41,0.49,0.06,0.08,-0.13,-0.71,0.09,-0.21,0.00,-0.02,3.61,-0.02,3.59
2040,3.30,0.66,0.26,0.41,0.54,0.06,0.09,-0.14,-0.67,0.09,-0.23,0.00,-0.01,4.37,-0.01,4.37
2050,4.00,0.74,0.28,0.42,0.56,0.07,0.10,-0.15,-0.57,0.07,-0.23,0.00,0.01,5.29,0.01,5.30
2060,4.79,0.79,0.30,0.45,0.60,0.07,0.12,-0.18,-0.58,0.06,-0.24,0.00,0.01,6.21,0.01,6.22
2070,5.68,0.81,0.32,0.50,0.60,0.07,0.14,-0.20,-0.55,0.06,-0.24,0.00,0.02,7.19,0.02,7.21
2080,6.62,0.80,0.34,0.55,0.56,0.07,0.15,-0.20,-0.48,0.05,-0.23,0.00,0.02,8.24,0.02,8.25
2090,7.54,0.77,0.36,0.58,0.49,0.07,0.15,-0.21,-0.38,0.03,-0.23,0.00,0.01,9.18,0.01,9.19
2100,8.38,0.73,0.37,0.60,0.40,0.07,0.15,-0.21,-0.27,0.02,-0.23,0.00,-0.00,10.01,-0.00,10.00
2200,12.30,0.40,0.42,0.32,0.06,0.04,0.05,-0.16,-0.07,0.00,-0.22,0.00,0.03,13.14,0.03,13.17
2300,12.46,0.19,0.42,0.08,-0.11,0.02,0.00,-0.14,0.03,-0.01,-0.22,0.00,0.00,12.72,0.00,12.72
2400,12.22,0.18,0.42,0.06,-0.13,0.02,0.00,-0.14,0.03,-0.01,-0.22,0.00,0.00,12.43,0.00,12.43
2500,12.01,0.17,0.41,0.06,-0.14,0.02,0.00,-0.14,0.03,-0.01,-0.22,0.00,0.00,12.19,0.00,12.19
