year,co2,ch4,n2o,other_wmghg,o3,h2o_stratospheric,contrails,aerosol-radiation_interactions,aerosol-cloud_interactions,bc_on_snow,land_use,volcanic,solar,total_anthropogenic,total_natural,total
2020,2.22,0.56,0.21,0.40,0.45,0.05,0.05,-0.18,-0.88,0.10,-0.20,0.06,-0.02,2.79,0.04,2.83
2030,2.62,0.59,0.23,0.40,0.47,0.05,0.07,-0.21,-0.84,0.09,-0.21,0.00,-0.02,3.25,-0.02,3.24
2040,3.01,0.61,0.26,0.37,0.45,0.06,0.09,-0.20,-0.74,0.07,-0.22,0.00,-0.01,3.76,-0.01,3.75
2050,3.38,0.60,0.28,0.34,0.43,0.06,0.09,-0.18,-0.61,0.06,-0.22,0.00,0.01,4.23,0.01,4.24
2060,3.72,0.57,0.30,0.32,0.39,0.05,0.10,-0.18,-0.51,0.05,-0.22,0.00,0.01,4.59,0.01,4.60
2070,4.01,0.54,0.32,0.30,0.35,0.05,0.12,-0.19,-0.43,0.04,-0.21,0.00,0.02,4.89,0.02,4.91
2080,4.23,0.51,0.33,0.29,0.31,0.05,0.15,-0.19,-0.34,0.02,-0.20,0.00,0.02,5.15,0.02,5.16
2090,4.35,0.49,0.34,0.28,0.28,0.04,0.16,-0.19,-0.25,0.01,-0.19,0.00,0.01,5.32,0.01,5.33
2100,4.40,0.47,0.35,0.27,0.25,0.04,0.18,-0.19,-0.21,0.01,-0.18,0.00,-0.00,5.40,-0.00,5.40
2200,4.79,0.29,0.35,0.14,0.08,0.03,0.06,-0.13,-0.01,-0.01,-0.15,0.00,0.03,5.43,0.03,5.46
2300,4.59,0.16,0.32,0.05,-0.02,0.01,0.00,-0.11,0.09,-0.01,-0.15,0.00,0.00,4.94,0.00,4.94
2400,4.35,0.16,0.31,0.03,-0.02,0.01,0.00,-0.11,0.09,-0.01,-0.15,0.00,0.00,4.67,0.00,4.67
2500,4.17,0.16,0.30,0.03,-0.02,0.01,0.00,-0.11,0.09,-0.01,-0.15,0.00,0.00,4.47,0.00,4.47
